x=0.0,x=0.05,x=0.1,x=0.15,x=0.2,x=0.25,x=0.3,x=0.35,x=0.4,x=0.45,x=0.5,x=0.55,x=0.6,x=0.65,x=0.7,x=0.75,x=0.8,x=0.85,x=0.9,x=0.95,x=1.0
0.0,0.15643446504023087,0.30901699437494745,0.4539904997395468,0.587785252292473,0.7071067811865476,0.8090169943749476,0.8910065241883677,0.9510565162951536,0.9876883405951377,1.0,0.9876883405951377,0.9510565162951536,0.8910065241883678,0.8090169943749476,0.7071067811865477,0.5877852522924731,0.45399049973954647,0.30901699437494756,0.15643446504023098,1.2246467991473532e-16
0.15642676116881984,0.15642676116881984,0.3090017763270072,0.45396814223392346,0.5877563058451554,0.7070719585551363,0.8089771530081976,0.8909626451129544,0.95100967995954,0.9876397002653474,0.9999507533623806,0.9876397002653474,0.95100967995954,0.8909626451129545,0.8089771530081976,0.7070719585551364,0.5877563058451555,0.4539681422339231,0.3090017763270073,0.15642676116881996,0.15642676116881996
0.1567319111991362,0.1567319111991362,0.30898655902850464,0.4539457858293321,0.5877273608233529,0.7070371376386224,0.808937313603501,0.8909187681984381,0.9509628459304584,0.9875910623309299,0.9999015091499924,0.9875910623309299,0.9509628459304584,0.8909187681984382,0.808937313603501,0.7070371376386225,0.587727360823353,0.45394578582933176,0.30898655902850475,0.15673191119913632,0.15673191119913632
0.15703642049479494,0.15703642049479494,0.30897196818644757,0.4539234305257185,0.5876984172269953,0.7070023184369216,0.8088974761607611,0.8908748934447123,0.9509160142077954,0.9875424267917671,0.9998522673627162,0.9875424267917671,0.9509160142077954,0.8908748934447124,0.8088974761607611,0.7070023184369217,0.5876984172269955,0.45392343052571815,0.3089719681864477,0.15703642049479505,0.15703642049479505
0.15734029159017823,0.15734029159017823,0.3089580000157428,0.4539010775744425,0.5876694750560126,0.7069675009499494,0.8088576406798813,0.8908310208516705,0.9508691847914371,0.987493793647741,0.9998030280004323,0.987493793647741,0.9508691847914371,0.8908310208516707,0.8088576406798813,0.7069675009499495,0.5876694750560127,0.45390107757444215,0.3089580000157429,0.15734029159017834,0.15734029159017834
0.15764352700702935,0.15764352700702935,0.30894465075400906,0.4538787282142882,0.5876405343128374,0.7069326851776214,0.808817807160765,0.8907871504192065,0.9508223576812702,0.9874451628987339,0.9997537910630215,0.9874451628987339,0.9508223576812702,0.8907871504192066,0.808817807160765,0.7069326851776215,0.5876405343128375,0.4538787282142879,0.3089446507540092,0.15764352700702947,0.15764352700702947
0.1579461292545233,0.1579461292545233,0.30893191666143566,0.4538563836715647,0.5876115950023698,0.7068978711198581,0.8087779756033157,0.8907432821472138,0.950775532877181,0.9873965345446275,0.9997045565503644,0.9873965345446275,0.950775532877181,0.8907432821472139,0.8087779756033157,0.7068978711198582,0.5876115950023699,0.4538563836715644,0.30893191666143577,0.15794612925452342,0.15794612925452342
0.15824810082933713,0.15824810082933713,0.30891979402064207,0.4538340451602061,0.5875826571319431,0.7068630587765901,0.8087381460074365,0.8906994160355859,0.9507287103790559,0.9873479085853041,0.9996553244623414,0.9873479085853041,0.9507287103790559,0.890699416035586,0.8087381460074365,0.7068630587765902,0.5875826571319432,0.45383404516020576,0.3089197940206422,0.15824810082933724,0.15824810082933724
0.15854944421571973,0.15854944421571973,0.30890827913653857,0.4538117138818704,0.587553720711289,0.7068282481477625,0.8086983183730312,0.8906555520842165,0.9506818901867815,0.9872992850206457,0.9996060947988332,0.9872992850206457,0.9506818901867815,0.8906555520842167,0.8086983183730312,0.7068282481477626,0.5875537207112891,0.4538117138818701,0.3089082791365387,0.15854944421571984,0.15854944421571984
0.15885016188556136,0.15885016188556136,0.3088973683361876,0.4537893910260386,0.5875247857525031,0.70679343923334,0.808658492700003,0.8906116902929992,0.9506350723002441,0.9872506638505343,0.9995568675597205,0.9872506638505343,0.9506350723002441,0.8906116902929994,0.808658492700003,0.7067934392333401,0.5875247857525032,0.45378939102603827,0.3088973683361877,0.15885016188556147,0.15885016188556147
0.1591502562984626,0.1591502562984626,0.30888705796866606,0.4537670777701118,0.5874958522700119,0.7067586320333117,0.8086186689882556,0.8905678306618278,0.9505882567193302,0.9872020450748521,0.9995076427448838,0.9872020450748521,0.9505882567193302,0.8905678306618279,0.8086186689882556,0.7067586320333118,0.587495852270012,0.4537670777701115,0.30888705796866617,0.15915025629846272,0.15915025629846272
0.159449729901803,0.159449729901803,0.30887734440492853,0.45374477527950874,0.5874669202805387,0.7067238265476949,0.8085788472376929,0.8905239731905956,0.9505414434439262,0.9871534286934811,0.9994584203542036,0.9871534286934811,0.9505414434439262,0.8905239731905957,0.8085788472376929,0.706723826547695,0.5874669202805388,0.4537447752795084,0.30887734440492864,0.15944972990180312,0.15944972990180312
0.15974858513080925,0.15974858513080925,0.30886822403767145,0.45372248470776166,0.5874379898030709,0.7066890227765407,0.8085390274482187,0.8904801178791965,0.9504946324739186,0.9871048147063034,0.9994092003875608,0.9871048147063034,0.9504946324739186,0.8904801178791966,0.8085390274482187,0.7066890227765408,0.587437989803071,0.45372248470776133,0.30886822403767156,0.15974858513080936,0.15974858513080936
